sample_id,mapping_info,bam_link,bai_link,cov_gz_link,hmm_flagger_v1.1_stats_tsv_link,hmm_flagger_v1.1_nohap_bed_link,hmm_flagger_v1.1_nohap_bed_hap1_link,hmm_flagger_v1.1_nohap_bed_hap2_link,hmm_flagger_v1.1_prediction_bed_link
HG01361,hifi_DC_minimap2_2.28,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01361/hprc_r2/assembly_qc/read_alignments/hifi/HG01361.hifi_DC_minimap2_2.28.corrected.bam,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01361/hprc_r2/assembly_qc/read_alignments/hifi/HG01361.hifi_DC_minimap2_2.28.corrected.bam.bai,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01361/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01361.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01361/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01361.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01361/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01361.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01361/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01361.hap1.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01361/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01361.hap2.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01361/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01361.hifi_DC_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_prediction.bed
HG01358,hifi_DC_minimap2_2.28,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01358/hprc_r2/assembly_qc/read_alignments/hifi/HG01358.hifi_DC_minimap2_2.28.corrected.bam,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01358/hprc_r2/assembly_qc/read_alignments/hifi/HG01358.hifi_DC_minimap2_2.28.corrected.bam.bai,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01358/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01358.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01358/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01358.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01358/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01358.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01358/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01358.hap1.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01358/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01358.hap2.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01358/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01358.hifi_DC_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_prediction.bed
HG01258,hifi_DC_minimap2_2.28,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01258/hprc_r2/assembly_qc/read_alignments/hifi/HG01258.hifi_DC_minimap2_2.28.corrected.bam,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01258/hprc_r2/assembly_qc/read_alignments/hifi/HG01258.hifi_DC_minimap2_2.28.corrected.bam.bai,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01258/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01258.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01258/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01258.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01258/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01258.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01258/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01258.hap1.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01258/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01258.hap2.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01258/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01258.hifi_DC_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_prediction.bed
HG01175,hifi_DC_minimap2_2.28,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01175/hprc_r2/assembly_qc/read_alignments/hifi/HG01175.hifi_DC_minimap2_2.28.corrected.bam,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01175/hprc_r2/assembly_qc/read_alignments/hifi/HG01175.hifi_DC_minimap2_2.28.corrected.bam.bai,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01175/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01175.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01175/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01175.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01175/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01175.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01175/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01175.hap1.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01175/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01175.hap2.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01175/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01175.hifi_DC_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_prediction.bed
HG01123,hifi_DC_minimap2_2.28,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01123/hprc_r2/assembly_qc/read_alignments/hifi/HG01123.hifi_DC_minimap2_2.28.corrected.bam,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01123/hprc_r2/assembly_qc/read_alignments/hifi/HG01123.hifi_DC_minimap2_2.28.corrected.bam.bai,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01123/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01123.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01123/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01123.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01123/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01123.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01123/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01123.hap1.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01123/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01123.hap2.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01123/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01123.hifi_DC_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_prediction.bed
HG01109,hifi_DC_minimap2_2.28,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01109/hprc_r2/assembly_qc/read_alignments/hifi/HG01109.hifi_DC_minimap2_2.28.corrected.bam,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01109/hprc_r2/assembly_qc/read_alignments/hifi/HG01109.hifi_DC_minimap2_2.28.corrected.bam.bai,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01109/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01109.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01109/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01109.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01109/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01109.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01109/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01109.hap1.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01109/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01109.hap2.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01109/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01109.hifi_DC_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_prediction.bed
HG01106,hifi_DC_minimap2_2.28,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01106/hprc_r2/assembly_qc/read_alignments/hifi/HG01106.hifi_DC_minimap2_2.28.corrected.bam,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01106/hprc_r2/assembly_qc/read_alignments/hifi/HG01106.hifi_DC_minimap2_2.28.corrected.bam.bai,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01106/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01106.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01106/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01106.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01106/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01106.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01106/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01106.hap1.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01106/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01106.hap2.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01106/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01106.hifi_DC_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_prediction.bed
HG01071,hifi_DC_minimap2_2.28,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01071/hprc_r2/assembly_qc/read_alignments/hifi/HG01071.hifi_DC_minimap2_2.28.corrected.bam,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01071/hprc_r2/assembly_qc/read_alignments/hifi/HG01071.hifi_DC_minimap2_2.28.corrected.bam.bai,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01071/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01071.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01071/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01071.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01071/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01071.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01071/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01071.hap1.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01071/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01071.hap2.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01071/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG01071.hifi_DC_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_prediction.bed
HG00741,hifi_DC_minimap2_2.28,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00741/hprc_r2/assembly_qc/read_alignments/hifi/HG00741.hifi_DC_minimap2_2.28.corrected.bam,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00741/hprc_r2/assembly_qc/read_alignments/hifi/HG00741.hifi_DC_minimap2_2.28.corrected.bam.bai,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00741/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG00741.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00741/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG00741.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00741/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG00741.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00741/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG00741.hap1.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00741/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG00741.hap2.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00741/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG00741.hifi_DC_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_prediction.bed
HG00735,hifi_DC_minimap2_2.28,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00735/hprc_r2/assembly_qc/read_alignments/hifi/HG00735.hifi_DC_minimap2_2.28.corrected.bam,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00735/hprc_r2/assembly_qc/read_alignments/hifi/HG00735.hifi_DC_minimap2_2.28.corrected.bam.bai,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00735/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG00735.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00735/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG00735.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00735/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG00735.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00735/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG00735.hap1.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00735/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG00735.hap2.hmm_flagger_v1.1.0.hmm_flagger.no_Hap.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00735/hprc_r2/assembly_qc/hmm_flagger/v1.1.0_hifi/HG00735.hifi_DC_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_prediction.bed
