sample_id,haplotype,assembly_name,location
HG03927,2,HG03927_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03927/local_ancestry/bed/HG03927_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03942,1,HG03942_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03942/local_ancestry/bed/HG03942_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03942,2,HG03942_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03942/local_ancestry/bed/HG03942_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04115,1,HG04115_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04115/local_ancestry/bed/HG04115_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04115,2,HG04115_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04115/local_ancestry/bed/HG04115_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04157,1,HG04157_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04157/local_ancestry/bed/HG04157_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04157,2,HG04157_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04157/local_ancestry/bed/HG04157_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04160,1,HG04160_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04160/local_ancestry/bed/HG04160_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04160,2,HG04160_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04160/local_ancestry/bed/HG04160_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04184,1,HG04184_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04184/local_ancestry/bed/HG04184_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04184,2,HG04184_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04184/local_ancestry/bed/HG04184_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04187,1,HG04187_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04187/local_ancestry/bed/HG04187_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04187,2,HG04187_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04187/local_ancestry/bed/HG04187_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04199,1,HG04199_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04199/local_ancestry/bed/HG04199_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04199,2,HG04199_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04199/local_ancestry/bed/HG04199_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04204,1,HG04204_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04204/local_ancestry/bed/HG04204_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04204,2,HG04204_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04204/local_ancestry/bed/HG04204_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04228,1,HG04228_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04228/local_ancestry/bed/HG04228_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG04228,2,HG04228_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG04228/local_ancestry/bed/HG04228_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG06807,1,HG06807_pat_v1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG06807/local_ancestry/bed/HG06807_pat_v1.pclai.grch38_coord.bed
HG06807,2,HG06807_mat_v1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG06807/local_ancestry/bed/HG06807_mat_v1.pclai.grch38_coord.bed
NA18505,1,NA18505_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18505/local_ancestry/bed/NA18505_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18505,2,NA18505_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18505/local_ancestry/bed/NA18505_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18508,1,NA18508_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18508/local_ancestry/bed/NA18508_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18508,2,NA18508_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18508/local_ancestry/bed/NA18508_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18522,1,NA18522_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18522/local_ancestry/bed/NA18522_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18522,2,NA18522_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18522/local_ancestry/bed/NA18522_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18565,1,NA18565_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18565/local_ancestry/bed/NA18565_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18565,2,NA18565_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18565/local_ancestry/bed/NA18565_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18570,1,NA18570_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18570/local_ancestry/bed/NA18570_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18570,2,NA18570_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18570/local_ancestry/bed/NA18570_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18608,1,NA18608_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18608/local_ancestry/bed/NA18608_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18608,2,NA18608_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18608/local_ancestry/bed/NA18608_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18620,1,NA18620_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18620/local_ancestry/bed/NA18620_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18620,2,NA18620_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18620/local_ancestry/bed/NA18620_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18747,1,NA18747_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18747/local_ancestry/bed/NA18747_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18747,2,NA18747_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18747/local_ancestry/bed/NA18747_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18879,1,NA18879_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18879/local_ancestry/bed/NA18879_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18879,2,NA18879_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18879/local_ancestry/bed/NA18879_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18906,1,NA18906_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18906/local_ancestry/bed/NA18906_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18906,2,NA18906_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18906/local_ancestry/bed/NA18906_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18940,1,NA18940_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18940/local_ancestry/bed/NA18940_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18940,2,NA18940_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18940/local_ancestry/bed/NA18940_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18943,1,NA18943_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18943/local_ancestry/bed/NA18943_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18943,2,NA18943_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18943/local_ancestry/bed/NA18943_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18944,1,NA18944_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18944/local_ancestry/bed/NA18944_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18944,2,NA18944_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18944/local_ancestry/bed/NA18944_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18945,1,NA18945_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18945/local_ancestry/bed/NA18945_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18945,2,NA18945_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18945/local_ancestry/bed/NA18945_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18948,1,NA18948_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18948/local_ancestry/bed/NA18948_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18948,2,NA18948_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18948/local_ancestry/bed/NA18948_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18952,1,NA18952_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18952/local_ancestry/bed/NA18952_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18952,2,NA18952_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18952/local_ancestry/bed/NA18952_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18959,1,NA18959_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18959/local_ancestry/bed/NA18959_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18959,2,NA18959_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18959/local_ancestry/bed/NA18959_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18960,1,NA18960_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18960/local_ancestry/bed/NA18960_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18960,2,NA18960_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18960/local_ancestry/bed/NA18960_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18967,1,NA18967_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18967/local_ancestry/bed/NA18967_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18967,2,NA18967_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18967/local_ancestry/bed/NA18967_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18970,1,NA18970_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18970/local_ancestry/bed/NA18970_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18970,2,NA18970_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18970/local_ancestry/bed/NA18970_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18971,1,NA18971_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18971/local_ancestry/bed/NA18971_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18971,2,NA18971_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18971/local_ancestry/bed/NA18971_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18974,1,NA18974_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18974/local_ancestry/bed/NA18974_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18974,2,NA18974_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18974/local_ancestry/bed/NA18974_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18976,1,NA18976_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18976/local_ancestry/bed/NA18976_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18976,2,NA18976_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18976/local_ancestry/bed/NA18976_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18982,1,NA18982_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18982/local_ancestry/bed/NA18982_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18982,2,NA18982_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18982/local_ancestry/bed/NA18982_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18983,1,NA18983_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18983/local_ancestry/bed/NA18983_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA18983,2,NA18983_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA18983/local_ancestry/bed/NA18983_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19036,1,NA19036_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19036/local_ancestry/bed/NA19036_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19036,2,NA19036_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19036/local_ancestry/bed/NA19036_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19043,1,NA19043_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19043/local_ancestry/bed/NA19043_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19043,2,NA19043_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19043/local_ancestry/bed/NA19043_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19087,1,NA19087_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19087/local_ancestry/bed/NA19087_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19087,2,NA19087_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19087/local_ancestry/bed/NA19087_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19159,1,NA19159_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19159/local_ancestry/bed/NA19159_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19159,2,NA19159_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19159/local_ancestry/bed/NA19159_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19185,1,NA19185_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19185/local_ancestry/bed/NA19185_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19185,2,NA19185_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19185/local_ancestry/bed/NA19185_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19240,1,NA19240_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19240/local_ancestry/bed/NA19240_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19240,2,NA19240_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19240/local_ancestry/bed/NA19240_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19338,1,NA19338_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19338/local_ancestry/bed/NA19338_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19338,2,NA19338_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19338/local_ancestry/bed/NA19338_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19391,1,NA19391_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19391/local_ancestry/bed/NA19391_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19391,2,NA19391_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19391/local_ancestry/bed/NA19391_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19443,1,NA19443_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19443/local_ancestry/bed/NA19443_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19443,2,NA19443_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19443/local_ancestry/bed/NA19443_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19468,1,NA19468_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19468/local_ancestry/bed/NA19468_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19468,2,NA19468_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19468/local_ancestry/bed/NA19468_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19682,1,NA19682_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19682/local_ancestry/bed/NA19682_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19682,2,NA19682_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19682/local_ancestry/bed/NA19682_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19700,1,NA19700_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19700/local_ancestry/bed/NA19700_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19700,2,NA19700_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19700/local_ancestry/bed/NA19700_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19776,1,NA19776_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19776/local_ancestry/bed/NA19776_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19776,2,NA19776_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19776/local_ancestry/bed/NA19776_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19835,1,NA19835_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19835/local_ancestry/bed/NA19835_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19835,2,NA19835_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19835/local_ancestry/bed/NA19835_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19909,1,NA19909_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19909/local_ancestry/bed/NA19909_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA19909,2,NA19909_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA19909/local_ancestry/bed/NA19909_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20129,1,NA20129_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20129/local_ancestry/bed/NA20129_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20129,2,NA20129_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20129/local_ancestry/bed/NA20129_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20282,1,NA20282_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20282/local_ancestry/bed/NA20282_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20282,2,NA20282_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20282/local_ancestry/bed/NA20282_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20346,1,NA20346_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20346/local_ancestry/bed/NA20346_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20346,2,NA20346_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20346/local_ancestry/bed/NA20346_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
