sample_id,haplotype,assembly_name,location
HG01346,1,HG01346_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01346/local_ancestry/bed/HG01346_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01346,2,HG01346_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01346/local_ancestry/bed/HG01346_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01358,1,HG01358_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01358/local_ancestry/bed/HG01358_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01358,2,HG01358_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01358/local_ancestry/bed/HG01358_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01361,1,HG01361_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01361/local_ancestry/bed/HG01361_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01361,2,HG01361_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01361/local_ancestry/bed/HG01361_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01433,1,HG01433_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01433/local_ancestry/bed/HG01433_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01433,2,HG01433_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01433/local_ancestry/bed/HG01433_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01496,1,HG01496_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01496/local_ancestry/bed/HG01496_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01496,2,HG01496_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01496/local_ancestry/bed/HG01496_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01530,1,HG01530_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01530/local_ancestry/bed/HG01530_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01530,2,HG01530_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01530/local_ancestry/bed/HG01530_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01784,1,HG01784_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01784/local_ancestry/bed/HG01784_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01784,2,HG01784_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01784/local_ancestry/bed/HG01784_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01786,1,HG01786_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01786/local_ancestry/bed/HG01786_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01786,2,HG01786_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01786/local_ancestry/bed/HG01786_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01884,1,HG01884_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01884/local_ancestry/bed/HG01884_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01884,2,HG01884_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01884/local_ancestry/bed/HG01884_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01891,1,HG01891_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01891/local_ancestry/bed/HG01891_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01891,2,HG01891_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01891/local_ancestry/bed/HG01891_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01928,1,HG01928_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01928/local_ancestry/bed/HG01928_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01928,2,HG01928_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01928/local_ancestry/bed/HG01928_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01934,1,HG01934_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01934/local_ancestry/bed/HG01934_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01934,2,HG01934_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01934/local_ancestry/bed/HG01934_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01940,1,HG01940_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01940/local_ancestry/bed/HG01940_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01940,2,HG01940_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01940/local_ancestry/bed/HG01940_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01943,1,HG01943_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01943/local_ancestry/bed/HG01943_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01943,2,HG01943_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01943/local_ancestry/bed/HG01943_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01952,1,HG01952_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01952/local_ancestry/bed/HG01952_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01952,2,HG01952_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01952/local_ancestry/bed/HG01952_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01960,1,HG01960_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01960/local_ancestry/bed/HG01960_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01960,2,HG01960_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01960/local_ancestry/bed/HG01960_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01969,1,HG01969_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01969/local_ancestry/bed/HG01969_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01969,2,HG01969_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01969/local_ancestry/bed/HG01969_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01975,1,HG01975_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01975/local_ancestry/bed/HG01975_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01975,2,HG01975_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01975/local_ancestry/bed/HG01975_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01978,1,HG01978_pat_hprc_r2_v1.1.0,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01978/local_ancestry/bed/HG01978_pat_hprc_r2_v1.1.0.pclai.grch38_coord.bed
HG01978,2,HG01978_mat_hprc_r2_v1.1.0,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01978/local_ancestry/bed/HG01978_mat_hprc_r2_v1.1.0.pclai.grch38_coord.bed
HG01981,1,HG01981_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01981/local_ancestry/bed/HG01981_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01981,2,HG01981_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01981/local_ancestry/bed/HG01981_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01993,1,HG01993_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01993/local_ancestry/bed/HG01993_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG01993,2,HG01993_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG01993/local_ancestry/bed/HG01993_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02004,1,HG02004_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02004/local_ancestry/bed/HG02004_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02004,2,HG02004_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02004/local_ancestry/bed/HG02004_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02015,1,HG02015_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02015/local_ancestry/bed/HG02015_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02015,2,HG02015_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02015/local_ancestry/bed/HG02015_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02027,1,HG02027_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02027/local_ancestry/bed/HG02027_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02027,2,HG02027_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02027/local_ancestry/bed/HG02027_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02040,1,HG02040_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02040/local_ancestry/bed/HG02040_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02040,2,HG02040_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02040/local_ancestry/bed/HG02040_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02055,1,HG02055_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02055/local_ancestry/bed/HG02055_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02055,2,HG02055_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02055/local_ancestry/bed/HG02055_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02056,1,HG02056_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02056/local_ancestry/bed/HG02056_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02056,2,HG02056_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02056/local_ancestry/bed/HG02056_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02071,1,HG02071_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02071/local_ancestry/bed/HG02071_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02071,2,HG02071_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02071/local_ancestry/bed/HG02071_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02074,1,HG02074_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02074/local_ancestry/bed/HG02074_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02074,2,HG02074_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02074/local_ancestry/bed/HG02074_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02080,1,HG02080_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02080/local_ancestry/bed/HG02080_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02080,2,HG02080_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02080/local_ancestry/bed/HG02080_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02083,1,HG02083_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02083/local_ancestry/bed/HG02083_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02083,2,HG02083_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02083/local_ancestry/bed/HG02083_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02109,1,HG02109_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02109/local_ancestry/bed/HG02109_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02109,2,HG02109_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02109/local_ancestry/bed/HG02109_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02129,1,HG02129_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02129/local_ancestry/bed/HG02129_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02129,2,HG02129_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02129/local_ancestry/bed/HG02129_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02132,1,HG02132_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02132/local_ancestry/bed/HG02132_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02132,2,HG02132_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02132/local_ancestry/bed/HG02132_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02135,1,HG02135_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02135/local_ancestry/bed/HG02135_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02135,2,HG02135_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02135/local_ancestry/bed/HG02135_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02145,1,HG02145_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02145/local_ancestry/bed/HG02145_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02145,2,HG02145_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02145/local_ancestry/bed/HG02145_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02148,1,HG02148_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02148/local_ancestry/bed/HG02148_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02148,2,HG02148_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02148/local_ancestry/bed/HG02148_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02155,1,HG02155_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02155/local_ancestry/bed/HG02155_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02155,2,HG02155_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02155/local_ancestry/bed/HG02155_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02165,1,HG02165_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02165/local_ancestry/bed/HG02165_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02165,2,HG02165_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02165/local_ancestry/bed/HG02165_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02178,1,HG02178_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02178/local_ancestry/bed/HG02178_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02178,2,HG02178_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02178/local_ancestry/bed/HG02178_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02257,1,HG02257_pat_hprc_r2_v1.1.0,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02257/local_ancestry/bed/HG02257_pat_hprc_r2_v1.1.0.pclai.grch38_coord.bed
HG02257,2,HG02257_mat_hprc_r2_v1.1.0,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02257/local_ancestry/bed/HG02257_mat_hprc_r2_v1.1.0.pclai.grch38_coord.bed
HG02258,1,HG02258_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02258/local_ancestry/bed/HG02258_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02258,2,HG02258_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02258/local_ancestry/bed/HG02258_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02273,1,HG02273_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02273/local_ancestry/bed/HG02273_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02273,2,HG02273_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02273/local_ancestry/bed/HG02273_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02280,1,HG02280_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02280/local_ancestry/bed/HG02280_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02280,2,HG02280_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02280/local_ancestry/bed/HG02280_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02293,1,HG02293_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02293/local_ancestry/bed/HG02293_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02293,2,HG02293_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02293/local_ancestry/bed/HG02293_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02300,1,HG02300_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02300/local_ancestry/bed/HG02300_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02300,2,HG02300_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02300/local_ancestry/bed/HG02300_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02391,1,HG02391_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02391/local_ancestry/bed/HG02391_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02391,2,HG02391_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02391/local_ancestry/bed/HG02391_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02392,1,HG02392_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02392/local_ancestry/bed/HG02392_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02392,2,HG02392_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02392/local_ancestry/bed/HG02392_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02451,1,HG02451_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02451/local_ancestry/bed/HG02451_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02451,2,HG02451_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02451/local_ancestry/bed/HG02451_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02486,1,HG02486_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02486/local_ancestry/bed/HG02486_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02486,2,HG02486_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02486/local_ancestry/bed/HG02486_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02514,1,HG02514_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02514/local_ancestry/bed/HG02514_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02514,2,HG02514_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02514/local_ancestry/bed/HG02514_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02523,1,HG02523_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02523/local_ancestry/bed/HG02523_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02523,2,HG02523_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02523/local_ancestry/bed/HG02523_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02559,1,HG02559_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02559/local_ancestry/bed/HG02559_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02559,2,HG02559_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02559/local_ancestry/bed/HG02559_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02572,1,HG02572_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02572/local_ancestry/bed/HG02572_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02572,2,HG02572_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02572/local_ancestry/bed/HG02572_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
