sample_id,haplotype,assembly_name,browser
HG03688,2,HG03688_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042029545.1
HG03704,2,HG03704_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042026535.1
HG03710,2,HG03710_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042029485.1
HG03831,2,HG03831_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042028025.1
HG03927,2,HG03927_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042028145.1
HG04115,2,HG04115_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042028945.1
HG04184,2,HG04184_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042027765.1
HG04199,2,HG04199_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042029385.1
HG02738,2,HG02738_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046056425.1
HG00621,2,HG00621_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018472605.2
HG00741,2,HG00741_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018471095.2
HG01106,2,HG01106_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018471345.2
HG01175,2,HG01175_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018471085.2
HG01258,2,HG01258_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018469405.2
HG01891,2,HG01891_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018467155.2
HG01952,2,HG01952_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018471545.2
HG02148,2,HG02148_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018471535.2
HG02486,2,HG02486_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018467015.2
HG02559,2,HG02559_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018466985.2
HG02572,2,HG02572_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018470445.2
HG02622,2,HG02622_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018469875.2
HG02886,2,HG02886_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018470455.2
HG03453,2,HG03453_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018472855.2
HG03540,2,HG03540_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018473295.2
HG00099,2,HG00099_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042031945.1
HG00140,2,HG00140_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042030705.1
HG00280,2,HG00280_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042030605.1
HG00323,2,HG00323_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042031775.1
HG02040,2,HG02040_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042031805.1
HG02165,2,HG02165_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042032115.1
HG02273,2,HG02273_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042030225.1
HG02922,2,HG02922_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042030255.1
HG02965,2,HG02965_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042031845.1
HG02976,2,HG02976_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042030695.1
HG03130,2,HG03130_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042031485.1
HG03195,2,HG03195_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042030635.1
HG03209,2,HG03209_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042031355.1
NA18522,2,NA18522_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042030975.1
NA18747,2,NA18747_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042031405.1
NA18971,2,NA18971_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042031415.1
NA18983,2,NA18983_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042031955.1
NA19043,2,NA19043_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042030595.1
NA20905,2,NA20905_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042032335.1
HG01530,2,HG01530_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042034145.1
HG01784,2,HG01784_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042034175.1
HG02391,2,HG02391_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042034155.1
HG03471,2,HG03471_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042034105.1
HG03742,2,HG03742_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042034195.1
NA18570,2,NA18570_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042034465.1
NA19087,2,NA19087_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042034505.1
NA19185,2,NA19185_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042034525.1
NA19338,2,NA19338_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042034585.1
NA19391,2,NA19391_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042034575.1
NA19468,2,NA19468_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042035175.1
HG00438,2,HG00438_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018471515.2
HG00558,2,HG00558_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042036935.1
HG00639,2,HG00639_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042037155.1
HG00658,2,HG00658_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042037715.1
HG00673,2,HG00673_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018472565.2
HG01071,2,HG01071_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018472685.2
HG01074,2,HG01074_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042037735.1
HG01081,2,HG01081_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042037225.1
HG01123,2,HG01123_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018469665.2
HG01150,2,HG01150_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042037355.1
HG01252,2,HG01252_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042038095.1
HG01358,2,HG01358_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018469865.2
HG01361,2,HG01361_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018469685.2
HG01928,2,HG01928_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018472695.2
HG01934,2,HG01934_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042038345.1
HG01940,2,HG01940_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042037435.1
HG01960,2,HG01960_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042037445.1
HG01969,2,HG01969_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042037555.1
HG01978,2,HG01978_mat_hprc_r2_v1.1.0,https://genome.ucsc.edu/h/GCA_018472865.2
HG02071,2,HG02071_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042036105.1
HG02074,2,HG02074_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042036205.1
HG02135,2,HG02135_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042036245.1
HG02257,2,HG02257_mat_hprc_r2_v1.1.0,https://genome.ucsc.edu/h/GCA_018466845.2
HG02668,2,HG02668_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042038585.1
HG02717,2,HG02717_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018469935.2
HG02809,2,HG02809_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042036255.1
HG03017,2,HG03017_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042038595.1
HG03041,2,HG03041_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042037625.1
HG03239,2,HG03239_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042037705.1
HG03516,2,HG03516_mat_hprc_r2_v1.1.0,https://genome.ucsc.edu/h/GCA_018469425.2
HG03804,2,HG03804_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042036285.1
HG03942,2,HG03942_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042036275.1
HG04157,2,HG04157_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042036305.1
HG04160,2,HG04160_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042036395.1
HG04204,2,HG04204_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042036425.1
HG04228,2,HG04228_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042036915.1
HG00706,2,HG00706_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046116005.1
HG03816,2,HG03816_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046116015.1
HG00423,2,HG00423_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042076545.1
HG00544,2,HG00544_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042076565.1
HG01943,2,HG01943_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042076535.1
HG02735,2,HG02735_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042076555.1
HG03225,2,HG03225_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042076465.1
NA19159,2,NA19159_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046056495.1
HG00126,2,HG00126_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077875.1
HG00128,2,HG00128_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077885.1
HG00133,2,HG00133_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077855.1
HG00146,2,HG00146_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042078085.1
HG00232,2,HG00232_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077745.1
HG00290,2,HG00290_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077735.1
HG00320,2,HG00320_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077765.1
HG00321,2,HG00321_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042076825.1
HG01786,2,HG01786_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042076735.1
HG02178,2,HG02178_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077755.1
HG02583,2,HG02583_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042076715.1
HG03270,2,HG03270_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077465.1
HG03583,2,HG03583_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077425.1
HG03874,2,HG03874_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042076685.1
NA18505,2,NA18505_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077345.1
NA18508,2,NA18508_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077155.1
NA18608,2,NA18608_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077335.1
NA18620,2,NA18620_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077305.1
NA18952,2,NA18952_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077325.1
NA18974,2,NA18974_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077285.1
NA18976,2,NA18976_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077165.1
NA19036,2,NA19036_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077135.1
NA19443,2,NA19443_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042076705.1
NA19700,2,NA19700_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042076885.1
NA20870,2,NA20870_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077145.1
NA21093,2,NA21093_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042076875.1
NA21106,2,NA21106_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042076865.1
NA21110,2,NA21110_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_042077185.1
HG02392,2,HG02392_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046043145.1
HG02514,2,HG02514_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_045524175.1
HG02841,2,HG02841_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_045524615.1
HG02984,2,HG02984_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_045524165.1
HG03050,2,HG03050_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_045524515.1
NA20799,2,NA20799_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_045524135.1
HG01109,2,HG01109_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018504365.2
HG02055,2,HG02055_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018506125.2
HG02080,2,HG02080_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018504085.2
HG02109,2,HG02109_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018505825.2
HG02723,2,HG02723_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018504065.2
HG02818,2,HG02818_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018503585.2
HG03098,2,HG03098_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018506165.2
HG03486,2,HG03486_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018503525.2
NA18906,2,NA18906_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018503255.2
NA20129,2,NA20129_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018504635.2
NA21309,2,NA21309_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018504655.2
HG00733,2,HG00733_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018506975.2
HG01243,2,HG01243_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018504375.2
NA19240,2,NA19240_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018503275.2
HG005,2,HG005_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018506965.2
HG00097,2,HG00097_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044164745.1
HG00235,2,HG00235_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044165735.1
HG00253,2,HG00253_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044166835.1
HG00272,2,HG00272_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044166665.1
HG00329,2,HG00329_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044166465.1
HG00344,2,HG00344_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044166845.1
HG00350,2,HG00350_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044167285.1
HG01167,2,HG01167_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044166785.1
HG03369,2,HG03369_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044166625.1
HG03521,2,HG03521_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044166645.1
HG03784,2,HG03784_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044165595.1
NA18565,2,NA18565_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044165725.1
NA19682,2,NA19682_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044164665.1
NA19776,2,NA19776_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044165205.1
NA19835,2,NA19835_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044165335.1
NA19909,2,NA19909_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044165395.1
NA20282,2,NA20282_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044166065.1
NA20346,2,NA20346_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044166135.1
NA20809,2,NA20809_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044166615.1
NA20850,2,NA20850_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044165565.1
NA21102,2,NA21102_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044166635.1
NA21144,2,NA21144_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_044165025.1
HG00735,2,HG00735_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018472765.3
HG02155,2,HG02155_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_043304655.1
HG02630,2,HG02630_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018469955.2
HG03139,2,HG03139_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_043304535.1
HG03470,2,HG03470_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_043304965.1
HG03579,2,HG03579_mat_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_018472825.2
NA20805,2,NA20805_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_043304515.1
NA18940,1,NA18940_hap1_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332455.1
NA18943,1,NA18943_hap1_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332485.1
NA18944,1,NA18944_hap1_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332435.1
NA18945,1,NA18945_hap1_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332375.1
NA18948,1,NA18948_hap1_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332325.1
NA18959,1,NA18959_hap1_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332285.1
NA18960,1,NA18960_hap1_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332185.1
NA18967,1,NA18967_hap1_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332195.1
NA18970,1,NA18970_hap1_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332135.1
NA18982,1,NA18982_hap1_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332025.1
NA18940,2,NA18940_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332495.1
NA18943,2,NA18943_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332475.1
NA18944,2,NA18944_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332355.1
NA18945,2,NA18945_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332365.1
NA18948,2,NA18948_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332305.1
NA18959,2,NA18959_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332235.1
NA18960,2,NA18960_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332225.1
NA18967,2,NA18967_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332145.1
NA18970,2,NA18970_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332065.1
NA18982,2,NA18982_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046332015.1
NA20503,1,NA20503_hap1_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046629205.1
NA20762,1,NA20762_hap1_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046629215.1
NA20806,1,NA20806_hap1_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046629235.1
NA20827,1,NA20827_hap1_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046629585.1
NA20503,2,NA20503_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046629565.1
NA20762,2,NA20762_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046629575.1
NA20806,2,NA20806_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046629225.1
NA20827,2,NA20827_hap2_hprc_r2_v1.0.1,https://genome.ucsc.edu/h/GCA_046629265.1
HG06807,1,HG06807_pat_v1,https://genome.ucsc.edu/h/GCA_046332035.1
HG06807,2,HG06807_mat_v1,https://genome.ucsc.edu/h/GCA_046332005.1
HG002,1,hg002v1.1.pat,https://genome.ucsc.edu/cgi-bin/hgTracks?db=hub_4837794_HG002v1.1.PAT
HG002,2,hg002v1.1.mat_MT,https://genome.ucsc.edu/cgi-bin/hgTracks?db=hub_4837794_HG002v1.1.MAT
GRCh38,0,GCA_000001405.15_GRCh38_no_alt_analysis_set,https://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38
CHM13,0,chm13v2.0_maskedY_rCRS,https://genome.ucsc.edu/cgi-bin/hgTracks?db=hs1
